text,label
i still feel annoyed and the older sd is always sick with something and i mean always,anger
i feel very excited after my graduated what kind of lifestyle well have at the same time cafe are going to open but not that soon and we have to think about before a coffee shop what job we have to work as well to me i already fixed and i think youll be soon too,joy
i then said i dont know what you believe the most important day you have ever lived is but i want to share with you what i feel the most important day of your life is,joy
i will not say much because chanel always speaks for its self and i feel that chanel makes sure they have something for every age group,joy
i stopped taking the prescribed antidepressants months ago without bad feelings there good feelings have no distinction from the norm,joy
i feel like a guilty sack of shit,sadness
i personally feel a little offended i put millennia of brainstorming into those particular three vices,anger
i miss the feeling of being useful and of being able to think of something professional or as close to be dubbed so,joy
i dontknow why but i never feel this way with anyone else i really cant be without linus i love him which i never thought i could ever love anyone after went through few fucked up relationship,anger
i can feel the cool sand against my back,joy
i started feeling hopeless in regards to my health,sadness
i have been feeling so drained like there is no strength left inside of me to fulfill the simplest of tasks,sadness
i feel our children are caught up in these unfortunate situations by no fault of their own and they so deserve to have a voice and someone to be there just for them and their best interests,sadness
i have a feeling they were delicious,joy
im feeling very sarcastic today,anger
i dont even know all i know is that i feel like im getting fucked from behind,anger
